"number","state","opened_at","cmdb_ci","description","opened_by","priority","assigned_to","u_business_service","u_situation","u_extension","short_description","close_code","u_incident_resolved_date_time","location","calendar_duration","work_notes","closed_by"
"INC1496988","Service Restored","2016-01-09 02:37:26","cpibss20.homedepot.com","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298812348
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","NANDHINI C","Messaging - IBM MQ","CONNECTIVITY","-","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 06:01:24","DO9100 - ATLANTA, GA","12238","","NANDHINI C"
"INC1497017","New","2016-01-09 03:02:24","","Team,

We have received warning alerts for below queues violating the Metric CURDEPTH.
Could you please these alerts and let us know for any issues?

Alert Description:
WMQ queue DI.DC.WMS.MIF.ITEM on QM0.PR.US.CPLIDI1A WARN Alert threshold violated for metric CURDEPTH.
WMQ queue DI.DC.WMS.MIF.ITEM on QM0.PR.US.LP0BBFC0 ERROR Alert threshold violated for metric CURDEPTH.
WMQ queue DI.DC.WMS.MIF.DISTRIBUTIONORDER on QM0.PR.US.LP0BBFC0 WARN Alert threshold violated for metric CURDEPTH.
WMQ queue DI.DC.WMS.MIF.ITEM on QM0.PR.US.CPLIDI1G WARN Alert threshold violated for metric CURDEPTH.
","DHANAKEERTHY JAGARBHALAN","7","VENKATA KRISHNAN","DFC - WSS - CMS","Error (Non Fatal)","1","WMQ queue WARN Alert threshold violated for metric CURDEPTH  ","","","DC6707 - TROY DFC","0","",""
"INC1497019","Service Restored","2016-01-09 03:05:54","cpibss20.homedepot.com","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298820770
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 04:05:38","DO9100 - ATLANTA, GA","3584","","ABHINAVA GANDI"
"INC1497044","Service Restored","2016-01-09 03:31:24","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298833139
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","NANDHINI C","Messaging - IBM MQ","CONNECTIVITY","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 06:01:26","DO9100 - ATLANTA, GA","9002","","NANDHINI C"
"INC1497046","Service Restored","2016-01-09 03:31:25","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298833138
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 04:06:24","DO9100 - ATLANTA, GA","2099","","ABHINAVA GANDI"
"INC1497063","Closed","2016-01-09 03:52:14","gata0410.homedepot.com","The threshold for the Swap Space\Available MBytes performance counter has been exceeded.

The Available Memory (megabytes) is 609.

Top Processes Consuming Memory:
1.4% - 25038 - /opt/isv/McAfee/LYNXSHLD1900/libexec/scanner
1.3% - 3364 - splunkd
0.2% - 6106 - /opt/McAfee/agent/bin/macompatsvc
0.2% - 6105 - /opt/McAfee/agent/bin/macompatsvc
0.2% - 5488 - /opt/puppet/bin/ruby:: KBArticle- https://homedepot.service-now.com/kb_view.do?sysparm_article=KB0005066:: Object- Red Hat Enterprise Linux Server release 6.2 (Santiago)


Assignment Group: ITO Middleware L1
Category: Software
CI Name: gata0410.homedepot.com
Correlation ID: fb69011c-4521-4bd6-85c5-4d8989a0cd1c
Event System: SCOM
Location: 9100
Location Code: 9100
Problem Type: Available MegaBytes Swap Space is too lo
Product Type: ALARMING/PROBLEM
Severity: 5
Subcategory: STORE SYSTEMS
","Opalis Admin","5","ELANGO THANGARASU","TOMCAT","CPU Load Issue","x","gata0410.homedepot.com::Available MegaBytes Swap Space is too low::AlertKey=THD.Custom.UNIX.CPU_Memory.Monitoring.AvailableMbytes.Swap.Monitor_Grid","Resolved by Requester","2016-01-09 04:52:29","DO9100 - ATLANTA, GA","3615","2016-01-09 06:32:32 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

2016-01-09 06:20:06 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

2016-01-09 05:48:44 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

2016-01-09 05:42:36 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

2016-01-09 05:36:52 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

2016-01-09 05:31:18 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

","ELANGO THANGARASU"
"INC1497067","Service Restored","2016-01-09 03:55:54","cpibss20.homedepot.com","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298846485
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","NANDHINI C","Messaging - IBM MQ","CONNECTIVITY","-","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 06:01:24","DO9100 - ATLANTA, GA","7530","","NANDHINI C"
"INC1497068","Service Restored","2016-01-09 03:55:55","cpibss20.homedepot.com","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298846484
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 04:04:24","DO9100 - ATLANTA, GA","509","","ABHINAVA GANDI"
"INC1497069","Service Restored","2016-01-09 03:56:24","ccaitacr","Mercator: TMS DITP_RM_ErrorNotifier:(30)FAIL function aborted map:APVSSM,ftlssmapv,Data Restart File Created -  Shipment-Stop was :error_20160109-035301853.log


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: ccaitacr.homedepot.com
CI Manufacturer: null
CI Name: ccaitacr.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298846323
Event System: netcool
Impact: null
KB Reference: https://homedepot.service-now.com/kb_view.do?sysparm_article=KB0007587
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: Mercator
Severity: 4
Status: 1
Subcategory: DSTX
","Netcool Integration","6","NANDHINI C","Enterprise Application Integration (EAI)","WEBSERVICES","-","Mercator: TMS DITP_RM_ErrorNotifier:(30)FAIL function aborted map:APVSSM,ftlssmapv,Data Restart File Created -  Shipment-Stop was :error_20160109-0353","Solved (Permanently)","2016-01-09 06:06:03","DO9100 - ATLANTA, GA","7779","","NANDHINI C"
"INC1497071","New","2016-01-09 03:59:26","","Please reprocess two HPC files","MOUMITA BANDYOPADHYAY","7","VENKATA KRISHNAN","BizLink","FILE PROC/TRANSMISSION/VERIFICATION","9962214445","Please reprocess two HPC files","","","DO9100 - ATLANTA, GA","0","",""
"INC1497119","Service Restored","2016-01-09 04:24:55","cpibss20.homedepot.com","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298862945
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 07:26:24","DO9100 - ATLANTA, GA","10889","","ABHINAVA GANDI"
"INC1497135","Service Restored","2016-01-09 04:50:25","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298874591
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 07:26:23","DO9100 - ATLANTA, GA","9358","","ABHINAVA GANDI"
"INC1497136","Service Restored","2016-01-09 04:50:25","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298874592
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 07:26:24","DO9100 - ATLANTA, GA","9359","","ABHINAVA GANDI"
"INC1497205","Service Restored","2016-01-09 05:15:55","cpibss20.homedepot.com","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298888391
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 07:26:23","DO9100 - ATLANTA, GA","7828","","ABHINAVA GANDI"
"INC1497206","Service Restored","2016-01-09 05:15:55","cpibss20.homedepot.com","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298888390
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MT00 MT00CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 07:26:24","DO9100 - ATLANTA, GA","7829","","ABHINAVA GANDI"
"INC1497235","Closed","2016-01-09 05:33:54","dc5645.homedepot.com","MAESTRO ALERT:: DC5645 has come unlinked from: cplita22.homedepot.com


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: dc5645.homedepot.com
CI Manufacturer: null
CI Name: dc5645.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298888988
Event System: netcool
Impact: null
KB Reference: https://portal.homedepot.com/sites/data_ctr_and_network_ops/batch_management/SitePages/UnixBatchRestartDocs.aspx
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: WEBSPHERE
","Netcool Integration","6","","","","","MAESTRO ALERT:: DC5645 has come unlinked from: cplita22.homedepot.com","Resolved by Requester","","DO9100 - ATLANTA, GA","1109","2016-01-09 05:52:23 - Netcool Integration (Work notes)
Netcool_Closed

Resolution: 

2016-01-09 05:34:23 - Netcool Integration (Work notes)
Netcool_Updated

","Netcool Integration"
"INC1497249","Service Restored","2016-01-09 05:44:24","cpibss20.homedepot.com","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298900004
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 07:26:22","DO9100 - ATLANTA, GA","6118","","ABHINAVA GANDI"
"INC1497250","Service Restored","2016-01-09 05:44:25","cpibss20.homedepot.com","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298900003
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MIR0 MIR0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 07:26:23","DO9100 - ATLANTA, GA","6118","","ABHINAVA GANDI"
"INC1497277","Service Restored","2016-01-09 06:11:25","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298909623
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_600_seconds","Solved (Permanently)","2016-01-09 07:26:25","DO9100 - ATLANTA, GA","4500","","ABHINAVA GANDI"
"INC1497280","Service Restored","2016-01-09 06:11:27","cpibss20.homedepot.com","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: cpibss20.homedepot.com
CI Manufacturer: null
CI Name: cpibss20.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298909624
Event System: netcool
Impact: null
KB Reference: null
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: B2B/EAI
","Netcool Integration","6","ABHINAVA GANDI","Messaging - IBM MQ","Queue Manager Health Check","-","HDPLEXP0 HD02 MAA0 MAA0CHIN_CSQX448E_(0048)_Repository_manager_stopping","Solved (Permanently)","2016-01-09 07:26:23","DO9100 - ATLANTA, GA","4496","","ABHINAVA GANDI"
"INC1497283","Closed","2016-01-09 06:15:54","ccaitacr","Mercator: TMS DITP_RM_ErrorNotifier:(30)FAIL function aborted map:APVSSM,ftlssmapv,Data Rejects File Created - TMS Webservice call:error_20160109-061410532.log


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: ccaitacr.homedepot.com
CI Manufacturer: null
CI Name: ccaitacr.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298911022
Event System: netcool
Impact: null
KB Reference: https://homedepot.service-now.com/kb_view.do?sysparm_article=KB0007587
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: Mercator
Severity: 4
Status: 1
Subcategory: DSTX
","Netcool Integration","6","ABHINAVA GANDI","Enterprise Application Integration (EAI)","WEBSERVICES","-","Mercator: TMS DITP_RM_ErrorNotifier:(30)FAIL function aborted map:APVSSM,ftlssmapv,Data Rejects File Created - TMS Webservice call:error_20160109-0614","Resolved by Requester","2016-01-09 07:29:05","DO9100 - ATLANTA, GA","4391","2016-01-09 07:33:54 - Netcool Integration (Work notes)
Netcool_Closed

Resolution: 

","ABHINAVA GANDI"
"INC1497299","Closed","2016-01-09 06:32:56","dc5565.homedepot.com","MAESTRO ALERT:: DC5565 has come unlinked from: cplita22.homedepot.com


Assignment Group: ITO Middleware L1
Category: Software
CI Alias: dc5565.homedepot.com
CI Manufacturer: null
CI Name: dc5565.homedepot.com
CI Serial: null
Contact: null
Correlation ID: 298921435
Event System: netcool
Impact: null
KB Reference: https://portal.homedepot.com/sites/data_ctr_and_network_ops/batch_management/SitePages/UnixBatchRestartDocs.aspx
Location: STORE SUPPORT CENTER
Location Code: 9100
Model: null
Severity: 4
Status: 1
Subcategory: WEBSPHERE
","Netcool Integration","6","","","","","MAESTRO ALERT:: DC5565 has come unlinked from: cplita22.homedepot.com","Resolved by Requester","","DO9100 - ATLANTA, GA","1047","2016-01-09 06:50:23 - Netcool Integration (Work notes)
Netcool_Closed

Resolution: 

2016-01-09 06:33:23 - Netcool Integration (Work notes)
Netcool_Updated

","Netcool Integration"
"INC1497308","Closed","2016-01-09 06:36:49","gata0410.homedepot.com","The threshold for the Swap Space\Available MBytes performance counter has been exceeded.

The Available Memory (megabytes) is 240.

Top Processes Consuming Memory:
1.4% - 25038 - /opt/isv/McAfee/LYNXSHLD1900/libexec/scanner
1.3% - 3364 - splunkd
0.2% - 6106 - /opt/McAfee/agent/bin/macompatsvc
0.2% - 6105 - /opt/McAfee/agent/bin/macompatsvc
0.2% - 5488 - /opt/puppet/bin/ruby:: KBArticle- https://homedepot.service-now.com/kb_view.do?sysparm_article=KB0005066:: Object- Red Hat Enterprise Linux Server release 6.2 (Santiago)


Assignment Group: ITO Middleware L1
Category: Software
CI Name: gata0410.homedepot.com
Correlation ID: 227c8bc3-db42-40f0-9ae6-79e104bebad2
Event System: SCOM
Location: 9100
Location Code: 9100
Problem Type: Available MegaBytes Swap Space is too lo
Product Type: ALARMING/PROBLEM
Severity: 5
Subcategory: STORE SYSTEMS
","Opalis Admin","5","ELANGO THANGARASU","","","","gata0410.homedepot.com::Available MegaBytes Swap Space is too low::AlertKey=THD.Custom.UNIX.CPU_Memory.Monitoring.AvailableMbytes.Swap.Monitor_Grid","Resolved by Requester","","DO9100 - ATLANTA, GA","6864","2016-01-09 08:31:13 - Opalis Admin (Work notes)
closed by SCOM

Resolution: 

","Opalis Admin"
